Picture Count,CR,Year,Make,Model,Style,Odometer,Color,Stock #,Grade,Sale Date,Lane,Run Number,Price
6,Yes,2016,Acura,ILX,4D Sedan w/Prem Pkg,31189,Black,2C99,4,12/3/2019,C,C-029,15500
