Picture Count,CR,Year,Make,Model,Style,Odometer,Color,Stock #,Grade,Sale Date,Lane,Run Number,Price
5,Yes,2015,Chevrolet,Camaro,ZL1 2D Coupe,6007,Red,2C52,4,11/26/2019,P,P-002,33600
